tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
126P04124,I-H1,WESTBOUND,HI-99/KAMEHAMEHA HWY,HI,HONOLULU,96797,21.39803,-157.9917,21.39804,-157.99351,0.116745,53.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,,7,1,2,10,,201100,35715,3412,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,100550,17858,1706
126P04125,I-H1,WESTBOUND,PAIWA ST,HI,HONOLULU,96797,21.39866,-158.00523,21.39403,-158.01254,0.573434,55.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,1,8,1,2,10,,146487,7164,1145,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,73244,3582,573
126-04127,I-H1,EASTBOUND,MAKAKILO DR,HI,HONOLULU,96707,21.33743,-158.08205,21.34275,-158.07693,0.49419,2.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,,6,1,2,10,,64950,5899,777,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,32475,2950,389
126P04126,I-H1,WESTBOUND,KUNIA RD,HI,HONOLULU,96706,21.38658,-158.02741,21.38083,-158.03758,0.765394,57.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,1,7,1,2,10,,131100,23745,1584,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,65550,11873,792
126-04126,I-H1,EASTBOUND,KUNIA RD,HI,HONOLULU,96707,21.34542,-158.07405,21.38162,-158.03578,3.663055,4.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,1,6,1,2,10,,89477,8822,742,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,44739,4411,371
126P04127,I-H1,WESTBOUND,MAKAKILO DR,HI,HONOLULU,96707,21.34449,-158.07536,21.34039,-158.0797,0.39779,59.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,,6,1,2,10,,87900,8249,713,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,43950,4125,357
126-04125,I-H1,EASTBOUND,PAIWA ST,HI,HONOLULU,96797,21.38554,-158.02877,21.39405,-158.01201,1.23846,6.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,1,8,1,2,10,,161940,28298,3538,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,80970,14149,1769
126P04120,I-H1,WESTBOUND,HI-78,HI,HONOLULU,96701,21.3678,-157.92729,21.37839,-157.92784,0.807525,45.0,Pacific/Honolulu,P1.1,USA,65,2,N,1,89770,2,1,6,1,2,10,,92200,21446,1371,1,98,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,46100,10723,686
126P04121,I-H1,WESTBOUND,MOANALUA RD,HI,HONOLULU,96782,21.39337,-157.95413,21.39252,-157.95914,0.333383,47.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,9,1,2,10,,223800,7368,1054,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,111900,3684,527
126P04122,I-H1,WESTBOUND,HI-99/FARRINGTON HWY,HI,HONOLULU,96782,21.3937,-157.97923,21.39463,-157.98159,0.164839,49.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,6,1,2,10,,201100,35715,3412,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,100550,17858,1706
126-04129,I-H2,SOUTHBOUND,I-H1,HI,HONOLULU,96797,21.42461,-157.99555,21.40972,-157.98962,1.12148,11.0,Pacific/Honolulu,P1.1,USA,66,2,N,1,89770,2,1,6,2,2,10,,86100,17502,449,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,43050,8751,225
126P04123,I-H1,WESTBOUND,I-H2,HI,HONOLULU,96797,21.39576,-157.98393,21.39808,-157.98862,0.34671,51.0,Pacific/Honolulu,P1.1,USA,65,3,N,1,89770,2,,7,1,2,10,,201100,35715,3412,1,97,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,100550,17858,1706
126-04120,I-H1,EASTBOUND,HI-78,HI,HONOLULU,96701,21.39265,-157.95829,21.3786,-157.92826,2.283606,16.0,Pacific/Honolulu,P1.1,USA,65,2,N,1,89770,2,1,9,1,2,10,,223800,7368,1054,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,111900,3684,527
126P04128,I-H1,WESTBOUND,KALAELOA BLVD,HI,HONOLULU,96707,21.33715,-158.08252,21.33224,-158.08959,0.5932,61.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,,5,1,2,10,,38100,3151,853,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,19050,1576,427
126-04124,I-H1,EASTBOUND,HI-99/KAMEHAMEHA HWY,HI,HONOLULU,96797,21.39851,-158.00489,21.39895,-157.99906,0.382747,8.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,1,8,1,2,10,,159700,20846,2293,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,79850,10423,1147
126P04129,I-H2,NORTHBOUND,I-H1,HI,HONOLULU,96797,21.40381,-157.98815,21.40597,-157.98881,0.155134,1.001,Pacific/Honolulu,P1.1,USA,66,2,N,1,89770,2,,5,2,2,10,,86100,17502,449,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,43050,8751,225
126-04123,I-H1,EASTBOUND,I-H2,HI,HONOLULU,96797,21.39764,-157.99149,21.39759,-157.98877,0.175167,10.0,Pacific/Honolulu,P1.1,USA,65,3,N,1,89770,2,,7,1,2,10,,201100,35715,3412,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3.5,100550,17858,1706
126-04122,I-H1,EASTBOUND,HI-99/FARRINGTON HWY,HI,HONOLULU,96797,21.39573,-157.98471,21.39564,-157.98437,0.023078,12.0,Pacific/Honolulu,P1.3,USA,65,3,N,1,89770,2,,9,1,2,10,,201100,35715,3412,1,96,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,100550,17858,1706
126-04121,I-H1,EASTBOUND,MOANALUA RD,HI,HONOLULU,96782,21.39447,-157.98165,21.39108,-157.96216,1.330147,14.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,9,1,2,10,,201100,35715,3412,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4.5,100550,17858,1706
126N04457,HI-750,SOUTHBOUND,HI-99/WILIKINA DR,HI,HONOLULU,96786,21.4887,-158.03955,21.48798,-158.0401,0.061597,1.0,Pacific/Honolulu,P1.11,USA,111,3,N,4,89770,2,,4,750,4,1,,27000,446,33,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13500,223,17
126N50155,N SCHOOL ST,SOUTHBOUND,HAUMANA PL/NOTLEY ST,HI,HONOLULU,96819,21.3422,-157.87838,21.34262,-157.8771,0.087656,2.0,Pacific/Honolulu,P1.11,USA,50148,4,N,4,89770,2,,4,7414,6,1,,13666,280,76,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6833,140,38
126N04698,KANEOHE BAY DR/MOKAPU SADDLE RD,WESTBOUND,KAAPA QUARRY RD,HI,HONOLULU,96734,21.40697,-157.75815,21.40683,-157.7585,0.0245,1.5,Pacific/Honolulu,P1.11,USA,153,3,N,3,43669,2,,4,65,4,9,,19700,528,68,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9850,264,34
126N04456,HI-750,SOUTHBOUND,WRIGHT AVE,HI,HONOLULU,96786,21.48239,-158.04798,21.48175,-158.04836,0.050512,3.0,Pacific/Honolulu,P1.11,USA,111,3,N,4,89770,2,,4,750,4,1,,27000,446,33,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,13500,223,17
126+50155,N SCHOOL ST,NORTHBOUND,HAUMANA PL/NOTLEY ST,HI,HONOLULU,96819,21.33636,-157.8698,21.34262,-157.8771,0.655982,9.0,Pacific/Honolulu,P1.11,USA,50148,4,N,4,89770,2,,4,7414,6,1,,13666,280,76,1,25,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,6833,140,38
126N04451,HI-76,SOUTHBOUND,EXIT 5,HI,HONOLULU,96797,21.37985,-158.02911,21.37224,-158.02601,0.57411,3.0,Pacific/Honolulu,P1.11,USA,110,4,N,2,89770,2,1,4,76,4,9,,59595,4982,3671,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,29798,2491,1836
126N04450,HI-76,SOUTHBOUND,RENTON RD,HI,HONOLULU,96706,21.34791,-158.02697,21.34753,-158.02686,0.027188,5.0,Pacific/Honolulu,P1.11,USA,110,4,N,3,89770,2,,6,76,4,9,,43600,2521,4419,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21800,1261,2210
126N04692,HI-7110,WESTBOUND,HI-76/HI-750/FORT WEAVER RD/KUNIA RD,HI,HONOLULU,96706,21.37672,-158.02564,21.37499,-158.02919,0.257928,4.0,Pacific/Honolulu,P1.11,USA,152,4,N,3,89770,2,,4,7101,4,1,,30900,2403,502,1,30,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,15450,1202,251
126N04697,KANEOHE BAY DR/MOKAPU SADDLE RD,WESTBOUND,I-H3,HI,HONOLULU,96734,21.40633,-157.76424,21.40677,-157.76624,0.133352,2.0,Pacific/Honolulu,P1.3,USA,153,3,N,3,43669,2,,4,65,4,9,,19700,528,68,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9850,264,34
126N04696,KANEOHE BAY DR/MOKAPU SADDLE RD,WESTBOUND,KANEOHE BAY DR,HI,HONOLULU,96744,21.40996,-157.77105,21.41052,-157.77224,0.085779,4.0,Pacific/Honolulu,P1.11,USA,153,3,N,3,43669,2,,3,65,4,9,,20741,1190,123,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1.5,10371,595,62
126N04454,HI-750,SOUTHBOUND,ANONUI ST,HI,HONOLULU,96797,21.39642,-158.03796,21.39633,-158.03792,0.006728,5.5,Pacific/Honolulu,P1.11,USA,111,3,N,3,89770,2,,2,750,4,1,,20600,2012,350,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,1,10300,1006,175
126N04453,HI-750,SOUTHBOUND,I-H1,HI,HONOLULU,96706,21.38537,-158.03326,21.38372,-158.03226,0.131739,7.0,Pacific/Honolulu,P1.11,USA,111,3,N,3,89770,2,,5,750,4,1,,26100,3687,1211,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,13050,1844,606
126N04695,KANEOHE BAY DR/MOKAPU SADDLE RD,WESTBOUND,HI-83/HI-63/KAMEHAMEHA HWY,HI,HONOLULU,96744,21.40285,-157.79889,21.40295,-157.79954,0.042587,6.0,Pacific/Honolulu,P1.11,USA,153,3,N,3,43669,2,,4,65,4,9,,18200,1279,430,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,9100,640,215
126N04452,HI-76,SOUTHBOUND,I-H1,HI,HONOLULU,96706,21.38372,-158.03226,21.38234,-158.03113,0.119887,1.0,Pacific/Honolulu,P1.11,USA,110,3,N,2,89770,2,,5,76,4,9,,40041,1832,2802,1,100,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2.5,20021,916,1401
126N04694,HI-7101,WESTBOUND,I-H1/HI-99/KAMEHAMEHA HWY,HI,HONOLULU,96797,21.39497,-157.98796,21.392190006071,-157.991589992723,0.303387,1.0,Pacific/Honolulu,P1.3,USA,152,4,N,3,89770,2,,4,7101,4,1,,22200,2874,432,1,99,,,,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,2,11100,1437,216
126P04113,I-H1,WESTBOUND,PALAMA ST/OLOMEA ST,HI,HONOLULU,96817,21.32288,-157.86135,21.325979992744,-157.866949994723,0.435943,32.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,1,8,1,2,10,,178607,5731,384,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,89304,2866,192
126P04114,I-H1,WESTBOUND,HOUGHTAILING ST,HI,HONOLULU,96817,21.32786,-157.86828,21.33009,-157.8698,0.182489,34.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,10,1,2,10,,146600,24896,2135,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,5,73300,12448,1068
126P04115,I-H1,WESTBOUND,KALIHI ST,HI,HONOLULU,96819,21.33281,-157.87248,21.33476,-157.87514,0.218398,36.0,Pacific/Honolulu,P1.3,USA,65,2,N,1,89770,2,,8,1,2,10,,147516,23907,2042,1,99,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,4,73758,11954,1021
126-04159,HI-92,EASTBOUND,BISHOP ST,HI,HONOLULU,96813,21.30766,-157.86418,21.30697,-157.86374,0.055454,15.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,44619,4283,2832,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,22310,2142,1416
126-04158,HI-92,EASTBOUND,ALAKEA ST,HI,HONOLULU,96813,21.30697,-157.86374,21.3065,-157.86343,0.038111,16.0,Pacific/Honolulu,P1.11,USA,69,3,N,3,89770,2,,6,92,4,9,,43900,1405,174,1,100,,,1,1,2023-01-01 00:00:00-05:00,2024-01-01 00:00:00-05:00,3,21950,703,87
